Term	P_rho	P_pval	C_rho	C_pval	RLIPP
NEST:4	8.081e-01	6.608e-35	7.695e-01	7.793e-30	1.050e+00
NEST:1	9.043e-01	4.257e-55	8.239e-01	2.427e-37	1.098e+00
NEST:7	3.496e-01	1.521e-05	3.571e-01	9.640e-06	9.790e-01
NEST:50	6.586e-01	1.638e-19	6.649e-01	5.559e-20	9.905e-01
NEST:15	7.691e-01	8.567e-30	7.724e-01	3.553e-30	9.959e-01
NEST:10	6.101e-01	2.981e-16	6.344e-01	8.207e-18	9.617e-01
NEST:92	1.440e-01	8.284e-02	1.972e-01	1.704e-02	7.303e-01
NEST:9	4.576e-01	6.377e-09	4.853e-01	5.366e-10	9.429e-01
NEST:30	4.976e-01	1.661e-10	4.648e-01	3.405e-09	1.070e+00
NEST:79	3.497e-01	1.512e-05	4.022e-01	4.859e-07	8.696e-01
NEST:98	2.089e-01	1.140e-02	3.393e-03	9.676e-01	6.156e+01
NEST:5	3.228e-01	7.056e-05	3.881e-01	1.299e-06	8.319e-01
NEST:108	1.317e-01	1.130e-01	1.989e-01	1.608e-02	6.621e-01
NEST:102	4.596e-01	5.364e-09	4.672e-01	2.757e-09	9.836e-01
NEST:110	4.534e-01	9.083e-09	4.593e-01	5.503e-09	9.872e-01
NEST:107	5.095e-01	5.092e-11	4.061e-01	3.654e-07	1.255e+00
NEST:53	3.912e-01	1.045e-06	3.487e-01	1.610e-05	1.122e+00
NEST:65	6.956e-01	1.971e-22	3.106e-01	1.362e-04	2.240e+00
NEST:91	6.062e-01	5.166e-16	3.825e-01	1.892e-06	1.585e+00
NEST:8	6.173e-01	1.065e-16	6.024e-01	8.725e-16	1.025e+00
NEST:130	3.178e-01	9.278e-05	2.829e-01	5.410e-04	1.123e+00
NEST:38	5.813e-01	1.431e-14	6.132e-01	1.917e-16	9.481e-01
NEST:121	8.583e-02	3.030e-01	8.513e-02	3.070e-01	1.008e+00
NEST:119	3.572e-01	9.589e-06	3.478e-01	1.693e-05	1.027e+00
NEST:18	5.039e-01	8.954e-11	3.100e-01	1.404e-04	1.626e+00
NEST:25	4.057e-01	3.785e-07	2.686e-01	1.047e-03	1.510e+00
NEST:12	4.132e-01	2.174e-07	3.321e-01	4.217e-05	1.244e+00
NEST:60	4.176e-01	1.567e-07	3.304e-01	4.653e-05	1.264e+00
NEST:104	4.529e-01	9.493e-09	4.300e-01	6.069e-08	1.053e+00
NEST:2	6.477e-01	9.978e-19	6.478e-01	9.866e-19	9.999e-01
NEST:14	1.931e-01	1.954e-02	1.901e-01	2.155e-02	1.016e+00
NEST:174	2.199e-01	7.641e-03	2.795e-01	6.354e-04	7.870e-01
NEST:17	4.646e-01	3.471e-09	5.165e-01	2.500e-11	8.995e-01
NEST:19	3.405e-01	2.606e-05	3.726e-01	3.629e-06	9.138e-01
NEST:22	-7.133e-04	9.932e-01	1.326e-01	1.105e-01	-5.378e-03
NEST:20	1.876e-01	2.335e-02	2.222e-01	7.025e-03	8.443e-01
NEST:26	3.684e-01	4.759e-06	2.047e-01	1.319e-02	1.800e+00
NEST:23	8.599e-02	3.021e-01	1.369e-01	9.952e-02	6.283e-01
NEST:36	1.788e-01	3.084e-02	1.219e-01	1.429e-01	1.467e+00
NEST:16	3.581e-01	9.101e-06	3.610e-01	7.605e-06	9.920e-01
NEST:29	1.320e-01	1.124e-01	2.169e-01	8.556e-03	6.085e-01
NEST:31	1.765e-01	3.310e-02	2.380e-01	3.818e-03	7.415e-01
NEST:34	5.904e-01	4.399e-15	3.949e-01	8.122e-07	1.495e+00
NEST:40	1.821e-01	2.780e-02	1.453e-01	8.010e-02	1.253e+00
NEST:44	1.723e-01	3.757e-02	1.746e-01	3.510e-02	9.870e-01
NEST:49	9.905e-02	2.343e-01	1.409e-01	8.978e-02	7.029e-01
NEST:66	3.615e-01	7.369e-06	3.526e-01	1.269e-05	1.025e+00
NEST:45	1.082e-01	1.934e-01	1.350e-01	1.043e-01	8.019e-01
NEST:69	1.827e-01	2.732e-02	1.791e-01	3.050e-02	1.020e+00
NEST:137	1.399e-01	9.205e-02	1.394e-01	9.323e-02	1.004e+00
NEST:145	9.570e-02	2.506e-01	7.054e-02	3.975e-01	1.357e+00
NEST:138	2.896e-01	3.916e-04	1.804e-01	2.933e-02	1.605e+00
NEST:168	3.844e-01	1.668e-06	2.689e-01	1.032e-03	1.430e+00
NEST:169	9.261e-02	2.662e-01	1.254e-01	1.316e-01	7.388e-01
NEST:127	2.159e-01	8.854e-03	3.019e-02	7.176e-01	7.153e+00
NEST:212	3.555e-01	1.068e-05	3.371e-01	3.166e-05	1.054e+00
NEST:170	2.680e-01	1.074e-03	2.576e-01	1.696e-03	1.040e+00
NEST:105	1.842e-01	2.606e-02	1.740e-01	3.572e-02	1.059e+00
NEST:77	9.439e-02	2.571e-01	5.900e-02	4.793e-01	1.600e+00
NEST:254	2.249e-01	6.356e-03	3.544e-01	1.143e-05	6.346e-01
NEST:52	5.017e-01	1.116e-10	4.242e-01	9.494e-08	1.183e+00
NEST:81	8.021e-02	3.358e-01	2.311e-01	5.006e-03	3.471e-01
NEST:146	3.238e-01	6.714e-05	3.319e-01	4.261e-05	9.754e-01
NEST:129	-1.431e-02	8.639e-01	-1.356e-02	8.710e-01	1.055e+00
NEST:112	4.802e-01	8.580e-10	2.606e-01	1.487e-03	1.843e+00
NEST:117	2.859e-01	4.687e-04	1.634e-01	4.871e-02	1.749e+00
NEST:123	4.230e-01	1.042e-07	3.778e-01	2.592e-06	1.120e+00
NEST:126	4.026e-01	4.699e-07	1.498e-01	7.117e-02	2.688e+00
NEST:133	1.590e-01	5.532e-02	1.741e-01	3.559e-02	9.130e-01
NEST:155	1.490e-01	7.260e-02	2.423e-01	3.217e-03	6.152e-01
NEST:177	4.410e-01	2.530e-08	4.316e-01	5.339e-08	1.022e+00
NEST:85	4.588e-01	5.750e-09	1.508e-01	6.917e-02	3.042e+00
NEST:150	4.403e-01	2.674e-08	3.931e-01	9.181e-07	1.120e+00
NEST:90	1.190e-01	1.526e-01	2.244e-01	6.474e-03	5.303e-01
NEST:61	1.629e-01	4.943e-02	2.227e-01	6.894e-03	7.315e-01
NEST:210	3.201e-01	8.190e-05	3.198e-01	8.328e-05	1.001e+00
NEST:55	4.539e-01	8.731e-09	2.300e-01	5.232e-03	1.974e+00
NEST:142	1.556e-01	6.077e-02	1.363e-01	1.009e-01	1.141e+00
NEST:153	1.646e-01	4.714e-02	1.723e-01	3.760e-02	9.554e-01
NEST:182	1.613e-01	5.175e-02	2.010e-01	1.498e-02	8.025e-01
NEST:221	2.495e-01	2.394e-03	2.064e-01	1.243e-02	1.208e+00
NEST:239	1.549e-01	6.191e-02	1.078e-01	1.953e-01	1.437e+00
NEST:132	2.878e-01	4.275e-04	2.200e-01	7.634e-03	1.308e+00
NEST:89	1.193e-01	1.514e-01	2.022e-01	1.438e-02	5.902e-01
NEST:195	3.153e-01	1.062e-04	2.889e-01	4.059e-04	1.091e+00
NEST:21	1.710e-01	3.911e-02	1.522e-01	6.660e-02	1.123e+00
NEST:70	3.544e-01	1.141e-05	3.704e-01	4.175e-06	9.567e-01
NEST:13	3.218e-01	7.457e-05	3.200e-01	8.236e-05	1.006e+00
NEST:256	1.819e-01	2.800e-02	2.316e-01	4.904e-03	7.852e-01
NEST:33	3.169e-01	9.722e-05	3.123e-01	1.244e-04	1.015e+00
NEST:47	4.168e-01	1.668e-07	4.306e-01	5.800e-08	9.680e-01
NEST:48	-1.456e-02	8.615e-01	5.629e-02	4.998e-01	-2.587e-01
NEST:63	-3.438e-02	6.804e-01	1.383e-01	9.604e-02	-2.487e-01
NEST:84	2.847e-01	4.953e-04	2.582e-01	1.655e-03	1.103e+00
NEST:202	1.719e-01	3.805e-02	1.112e-01	1.816e-01	1.546e+00
NEST:43	1.158e-01	1.640e-01	1.992e-01	1.591e-02	5.812e-01
NEST:51	1.541e-01	6.333e-02	3.104e-01	1.370e-04	4.963e-01
NEST:57	4.786e-01	9.970e-10	2.890e-01	4.036e-04	1.656e+00
NEST:82	3.325e-01	4.124e-05	3.391e-01	2.821e-05	9.804e-01
NEST:83	4.514e-01	1.077e-08	4.068e-01	3.483e-07	1.110e+00
NEST:165	2.551e-01	1.886e-03	3.045e-01	1.860e-04	8.377e-01
NEST:186	2.127e-01	9.964e-03	7.721e-02	3.543e-01	2.754e+00
NEST:193	2.337e-01	4.524e-03	1.733e-01	3.641e-02	1.348e+00
NEST:199	3.201e-01	8.214e-05	2.546e-01	1.924e-03	1.257e+00
NEST:293	2.513e-01	2.213e-03	2.779e-01	6.823e-04	9.043e-01
NEST:94	1.788e-01	3.084e-02	2.104e-01	1.079e-02	8.496e-01
NEST:97	1.620e-01	5.082e-02	1.340e-01	1.068e-01	1.209e+00
NEST:27	7.454e-02	3.712e-01	1.072e-01	1.977e-01	6.953e-01
NEST:158	2.422e-01	3.223e-03	1.701e-01	4.007e-02	1.424e+00
NEST:134	9.241e-02	2.673e-01	2.297e-01	5.294e-03	4.024e-01
NEST:42	2.566e-01	1.767e-03	2.376e-01	3.886e-03	1.080e+00
NEST:93	1.351e-01	1.040e-01	1.522e-01	6.661e-02	8.874e-01
NEST:35	2.110e-01	1.057e-02	1.934e-01	1.936e-02	1.091e+00
NEST:39	7.917e-02	3.422e-01	2.752e-01	7.730e-04	2.877e-01
NEST:11	2.050e-01	1.307e-02	2.403e-01	3.486e-03	8.530e-01
NEST:78	9.239e-03	9.119e-01	1.155e-01	1.649e-01	7.996e-02
NEST:24	3.989e-02	6.326e-01	7.432e-02	3.727e-01	5.367e-01
NEST:196	9.262e-02	2.662e-01	1.556e-01	6.066e-02	5.951e-01
NEST:163	2.616e-01	1.428e-03	2.024e-01	1.430e-02	1.292e+00
NEST:54	1.765e-01	3.306e-02	1.713e-01	3.875e-02	1.031e+00
NEST:277	5.699e-02	4.945e-01	1.951e-01	1.827e-02	2.921e-01
NEST:59	2.370e-01	3.972e-03	2.650e-01	1.225e-03	8.943e-01
NEST:125	-1.367e-02	8.699e-01	1.829e-01	2.712e-02	-7.474e-02
NEST:231	1.916e-01	2.053e-02	2.402e-01	3.494e-03	7.975e-01
NEST:80	1.457e-01	7.921e-02	2.768e-01	7.199e-04	5.266e-01
NEST	1.000e+00	0.000e+00	9.932e-01	6.500e-132	1.007e+00
NEST:6	6.558e-01	1.095e-18	5.666e-01	2.422e-13	1.157e+00
NEST:58	5.541e-01	1.023e-12	5.533e-01	1.121e-12	1.001e+00
NEST:73	4.919e-01	5.872e-10	4.306e-01	9.873e-08	1.142e+00
NEST:3	8.588e-01	3.259e-42	8.149e-01	9.868e-35	1.054e+00
NEST:32	4.220e-01	1.876e-07	4.532e-01	1.676e-08	9.311e-01
NEST:4	7.257e-01	2.475e-24	6.719e-01	7.459e-20	1.080e+00
NEST:1	9.115e-01	1.751e-55	8.084e-01	8.550e-34	1.128e+00
NEST:7	3.805e-01	3.260e-06	3.780e-01	3.827e-06	1.007e+00
NEST:50	5.887e-01	1.627e-14	5.856e-01	2.402e-14	1.005e+00
NEST:15	6.854e-01	6.965e-21	6.634e-01	3.134e-19	1.033e+00
NEST:10	5.014e-01	2.394e-10	5.205e-01	3.718e-11	9.635e-01
NEST:92	1.012e-01	2.323e-01	5.479e-02	5.187e-01	1.848e+00
NEST:9	4.537e-01	1.605e-08	4.705e-01	3.939e-09	9.643e-01
NEST:30	4.259e-01	1.402e-07	4.820e-01	1.434e-09	8.836e-01
NEST:79	3.571e-01	1.383e-05	4.520e-01	1.836e-08	7.899e-01
NEST:98	2.288e-01	6.359e-03	2.512e-01	2.664e-03	9.109e-01
NEST:5	2.302e-01	6.023e-03	2.184e-01	9.270e-03	1.054e+00
NEST:108	2.069e-01	1.383e-02	2.393e-01	4.265e-03	8.646e-01
NEST:102	4.661e-01	5.701e-09	5.061e-01	1.537e-10	9.211e-01
NEST:110	4.536e-01	1.616e-08	5.135e-01	7.460e-11	8.834e-01
NEST:107	3.824e-01	2.877e-06	2.707e-01	1.170e-03	1.413e+00
NEST:53	4.085e-01	4.944e-07	3.995e-01	9.246e-07	1.023e+00
NEST:65	5.957e-01	6.578e-15	4.541e-01	1.558e-08	1.312e+00
NEST:91	5.232e-01	2.801e-11	3.494e-01	2.175e-05	1.498e+00
NEST:8	5.505e-01	1.532e-12	5.453e-01	2.704e-12	1.009e+00
NEST:130	2.780e-01	8.440e-04	2.805e-01	7.552e-04	9.912e-01
NEST:38	6.840e-01	8.947e-21	5.967e-01	5.782e-15	1.146e+00
NEST:121	3.477e-02	6.823e-01	1.833e-01	2.955e-02	1.896e-01
NEST:119	3.950e-01	1.255e-06	3.983e-01	1.003e-06	9.917e-01
NEST:18	5.490e-01	1.800e-12	2.817e-01	7.133e-04	1.949e+00
NEST:25	3.348e-01	4.956e-05	2.639e-01	1.568e-03	1.269e+00
NEST:12	5.029e-01	2.085e-10	4.264e-01	1.352e-07	1.179e+00
NEST:60	2.612e-01	1.761e-03	2.596e-01	1.877e-03	1.006e+00
NEST:104	4.310e-01	9.543e-08	4.508e-01	2.027e-08	9.561e-01
NEST:2	6.694e-01	1.144e-19	6.783e-01	2.468e-20	9.869e-01
NEST:14	1.961e-01	1.980e-02	2.110e-01	1.201e-02	9.291e-01
NEST:174	3.967e-01	1.116e-06	3.760e-01	4.337e-06	1.055e+00
NEST:17	3.755e-01	4.483e-06	3.981e-01	1.013e-06	9.430e-01
NEST:19	2.875e-01	5.461e-04	3.226e-01	9.567e-05	8.913e-01
NEST:22	-1.508e-02	8.591e-01	-5.480e-03	9.486e-01	2.752e+00
NEST:20	1.484e-01	7.902e-02	2.506e-01	2.720e-03	5.921e-01
NEST:26	3.667e-01	7.759e-06	2.983e-01	3.275e-04	1.229e+00
NEST:23	1.160e-01	1.707e-01	1.675e-01	4.714e-02	6.927e-01
NEST:36	1.489e-01	7.794e-02	1.182e-01	1.629e-01	1.261e+00
NEST:16	3.530e-01	1.762e-05	3.279e-01	7.205e-05	1.076e+00
NEST:29	1.447e-01	8.696e-02	2.437e-01	3.587e-03	5.936e-01
NEST:31	6.210e-02	4.644e-01	1.289e-01	1.275e-01	4.816e-01
NEST:34	5.161e-01	5.739e-11	4.151e-01	3.098e-07	1.244e+00
NEST:40	2.539e-02	7.650e-01	9.293e-02	2.731e-01	2.733e-01
NEST:44	1.152e-01	1.738e-01	1.881e-01	2.554e-02	6.124e-01
NEST:49	7.438e-02	3.807e-01	1.266e-01	1.347e-01	5.875e-01
NEST:66	3.549e-01	1.578e-05	3.576e-01	1.342e-05	9.923e-01
NEST:45	1.266e-01	1.347e-01	7.800e-02	3.579e-01	1.623e+00
NEST:69	2.016e-01	1.652e-02	1.277e-01	1.313e-01	1.579e+00
NEST:137	2.688e-01	1.267e-03	2.646e-01	1.519e-03	1.016e+00
NEST:145	2.154e-01	1.030e-02	2.810e-01	7.369e-04	7.666e-01
NEST:138	3.959e-01	1.176e-06	2.884e-01	5.239e-04	1.373e+00
NEST:168	2.875e-01	5.462e-04	1.059e-01	2.114e-01	2.715e+00
NEST:169	3.918e-01	1.552e-06	3.935e-01	1.387e-06	9.957e-01
NEST:127	3.284e-01	7.011e-05	4.131e-02	6.267e-01	7.949e+00
NEST:212	4.399e-01	4.802e-08	3.859e-01	2.286e-06	1.140e+00
NEST:170	2.244e-01	7.464e-03	2.248e-01	7.374e-03	9.985e-01
NEST:105	1.027e-01	2.257e-01	1.088e-01	1.991e-01	9.436e-01
NEST:77	3.027e-02	7.216e-01	6.260e-02	4.609e-01	4.835e-01
NEST:254	3.323e-01	5.681e-05	3.493e-01	2.184e-05	9.513e-01
NEST:52	4.220e-01	1.868e-07	1.542e-01	6.784e-02	2.736e+00
NEST:81	1.956e-01	2.010e-02	3.162e-01	1.335e-04	6.186e-01
NEST:146	1.208e-01	1.537e-01	1.212e-01	1.523e-01	9.966e-01
NEST:129	1.398e-01	9.837e-02	1.617e-01	5.537e-02	8.641e-01
NEST:112	4.008e-01	8.433e-07	3.485e-01	2.282e-05	1.150e+00
NEST:117	2.883e-01	5.262e-04	3.528e-01	1.783e-05	8.173e-01
NEST:123	2.656e-01	1.458e-03	2.997e-01	3.063e-04	8.863e-01
NEST:126	2.576e-01	2.043e-03	6.389e-02	4.517e-01	4.032e+00
NEST:133	-2.030e-02	8.112e-01	2.979e-01	3.332e-04	-6.813e-02
NEST:155	3.855e-01	2.349e-06	3.539e-01	1.668e-05	1.089e+00
NEST:177	3.186e-01	1.179e-04	3.583e-01	1.284e-05	8.891e-01
NEST:85	2.157e-01	1.021e-02	-2.017e-03	9.811e-01	-1.069e+02
NEST:150	4.400e-01	4.766e-08	3.398e-01	3.761e-05	1.295e+00
NEST:90	9.688e-02	2.531e-01	-4.427e-03	9.585e-01	-2.188e+01
NEST:61	2.430e-01	3.691e-03	2.148e-01	1.053e-02	1.131e+00
NEST:210	2.378e-01	4.515e-03	3.199e-01	1.102e-04	7.434e-01
NEST:55	3.551e-01	1.555e-05	2.399e-01	4.171e-03	1.480e+00
NEST:142	2.013e-01	1.669e-02	2.323e-01	5.565e-03	8.663e-01
NEST:153	3.912e-01	1.619e-06	3.640e-01	9.102e-06	1.075e+00
NEST:182	1.564e-01	6.398e-02	1.652e-01	5.028e-02	9.469e-01
NEST:221	2.022e-01	1.617e-02	1.995e-01	1.770e-02	1.014e+00
NEST:239	3.191e-01	1.151e-04	2.399e-01	4.164e-03	1.330e+00
NEST:132	2.624e-01	1.668e-03	-6.023e-02	4.780e-01	-4.357e+00
NEST:89	2.935e-01	4.125e-04	2.008e-01	1.696e-02	1.462e+00
NEST:195	2.017e-01	1.647e-02	3.439e-01	2.970e-05	5.864e-01
NEST:21	2.698e-01	1.214e-03	3.309e-01	6.143e-05	8.155e-01
NEST:70	-4.778e-02	5.737e-01	2.566e-01	2.133e-03	-1.862e-01
NEST:13	3.854e-01	2.369e-06	5.863e-02	4.899e-01	6.574e+00
NEST:256	2.423e-01	3.794e-03	2.279e-01	6.578e-03	1.063e+00
NEST:33	3.444e-01	2.893e-05	2.488e-01	2.936e-03	1.384e+00
NEST:47	4.237e-01	1.653e-07	3.896e-01	1.794e-06	1.087e+00
NEST:48	3.559e-02	6.753e-01	2.001e-01	1.734e-02	1.778e-01
NEST:63	2.557e-01	2.207e-03	2.550e-01	2.274e-03	1.003e+00
NEST:84	2.773e-01	8.702e-04	2.226e-01	7.974e-03	1.246e+00
NEST:202	3.564e-03	9.665e-01	1.419e-01	9.315e-02	2.511e-02
NEST:43	7.251e-02	3.929e-01	2.090e-01	1.286e-02	3.469e-01
NEST:51	9.780e-02	2.486e-01	2.060e-01	1.427e-02	4.748e-01
NEST:57	1.529e-01	7.023e-02	1.770e-01	3.577e-02	8.641e-01
NEST:82	3.388e-01	3.974e-05	3.149e-01	1.432e-04	1.076e+00
NEST:83	3.539e-01	1.673e-05	2.045e-01	1.501e-02	1.731e+00
NEST:165	3.084e-01	1.988e-04	3.363e-01	4.553e-05	9.170e-01
NEST:186	2.977e-01	3.372e-04	2.747e-01	9.800e-04	1.084e+00
NEST:193	2.370e-01	4.664e-03	2.947e-01	3.894e-04	8.042e-01
NEST:199	3.565e-01	1.428e-05	3.578e-01	1.326e-05	9.965e-01
NEST:293	3.575e-01	1.349e-05	3.585e-01	1.268e-05	9.971e-01
NEST:94	1.294e-01	1.263e-01	3.088e-01	1.950e-04	4.189e-01
NEST:97	1.972e-01	1.912e-02	2.676e-01	1.339e-03	7.369e-01
NEST:27	9.197e-03	9.138e-01	1.096e-01	1.957e-01	8.391e-02
NEST:158	1.163e-01	1.697e-01	1.201e-01	1.562e-01	9.686e-01
NEST:134	2.772e-01	8.759e-04	2.459e-01	3.293e-03	1.127e+00
NEST:42	2.041e-01	1.521e-02	2.755e-01	9.430e-04	7.406e-01
NEST:93	6.514e-02	4.428e-01	1.053e-01	2.139e-01	6.186e-01
NEST:35	3.287e-01	6.906e-05	3.721e-01	5.538e-06	8.834e-01
NEST:39	2.272e-01	6.744e-03	3.261e-01	7.933e-05	6.966e-01
NEST:11	2.599e-01	1.856e-03	1.202e-01	1.556e-01	2.162e+00
NEST:78	2.054e-01	1.454e-02	3.226e-01	9.588e-05	6.369e-01
NEST:24	8.909e-02	2.935e-01	1.859e-01	2.727e-02	4.791e-01
NEST:196	1.663e-03	9.844e-01	1.720e-01	4.139e-02	9.669e-03
NEST:163	1.053e-01	2.138e-01	8.673e-02	3.065e-01	1.215e+00
NEST:54	-7.830e-02	3.560e-01	1.768e-01	3.597e-02	-4.429e-01
NEST:277	-1.979e-01	1.868e-02	1.049e-01	2.157e-01	-1.886e+00
NEST:59	2.698e-01	1.215e-03	3.545e-01	1.610e-05	7.611e-01
NEST:125	-2.796e-02	7.420e-01	3.668e-05	9.997e-01	-7.625e+02
NEST:231	-9.240e-02	2.758e-01	-1.099e-01	1.947e-01	8.410e-01
NEST:80	1.336e-01	1.142e-01	3.116e-01	1.688e-04	4.288e-01
NEST	1.000e+00	0.000e+00	9.897e-01	3.072e-167	1.010e+00
NEST:6	6.660e-01	9.661e-27	6.214e-01	1.542e-22	1.072e+00
NEST:58	4.955e-01	1.154e-13	4.952e-01	1.198e-13	1.001e+00
NEST:73	4.707e-01	2.611e-12	4.847e-01	4.620e-13	9.710e-01
NEST:3	8.591e-01	6.487e-59	8.333e-01	2.336e-52	1.031e+00
NEST:32	4.090e-01	2.194e-09	2.366e-01	7.915e-04	1.729e+00
NEST:4	7.327e-01	1.361e-34	7.169e-01	1.552e-32	1.022e+00
NEST:1	9.131e-01	2.667e-78	8.207e-01	1.599e-49	1.113e+00
NEST:7	3.597e-01	1.950e-07	3.280e-01	2.386e-06	1.096e+00
NEST:50	6.009e-01	8.103e-21	5.979e-01	1.398e-20	1.005e+00
NEST:15	6.867e-01	5.946e-29	6.741e-01	1.355e-27	1.019e+00
NEST:10	5.328e-01	6.450e-16	5.732e-01	1.089e-18	9.295e-01
NEST:92	2.513e-01	3.555e-04	2.662e-01	1.503e-04	9.440e-01
NEST:9	4.916e-01	1.909e-13	4.031e-01	3.920e-09	1.220e+00
NEST:30	3.849e-01	2.163e-08	3.952e-01	8.286e-09	9.738e-01
NEST:79	3.832e-01	2.527e-08	3.819e-01	2.826e-08	1.003e+00
NEST:98	1.732e-01	1.467e-02	1.398e-01	4.948e-02	1.239e+00
NEST:5	2.303e-01	1.100e-03	1.835e-01	9.679e-03	1.255e+00
NEST:108	3.469e-01	5.531e-07	2.746e-01	9.031e-05	1.263e+00
NEST:102	4.562e-01	1.435e-11	4.618e-01	7.481e-12	9.878e-01
NEST:110	4.448e-01	5.171e-11	4.584e-01	1.110e-11	9.704e-01
NEST:107	3.943e-01	9.013e-09	3.538e-01	3.154e-07	1.114e+00
NEST:53	4.053e-01	3.149e-09	2.281e-01	1.232e-03	1.777e+00
NEST:65	6.044e-01	4.190e-21	1.840e-01	9.470e-03	3.285e+00
NEST:91	5.593e-01	1.078e-17	3.124e-01	7.415e-06	1.790e+00
NEST:8	5.877e-01	8.841e-20	5.769e-01	5.877e-19	1.019e+00
NEST:130	2.984e-01	1.951e-05	2.513e-01	3.547e-04	1.187e+00
NEST:38	6.454e-01	1.035e-24	5.075e-01	2.326e-14	1.272e+00
NEST:121	4.556e-02	5.239e-01	4.280e-02	5.493e-01	1.064e+00
NEST:119	3.576e-01	2.315e-07	3.390e-01	1.033e-06	1.055e+00
NEST:18	5.497e-01	5.009e-17	3.841e-01	2.328e-08	1.431e+00
NEST:25	3.869e-01	1.803e-08	3.203e-01	4.222e-06	1.208e+00
NEST:12	4.246e-01	4.514e-10	4.098e-01	2.030e-09	1.036e+00
NEST:60	3.798e-01	3.421e-08	3.088e-01	9.602e-06	1.230e+00
NEST:104	4.575e-01	1.242e-11	3.633e-01	1.441e-07	1.259e+00
NEST:2	6.877e-01	4.579e-29	6.972e-01	3.792e-30	9.864e-01
NEST:14	1.462e-01	3.988e-02	1.636e-01	2.128e-02	8.936e-01
NEST:174	2.896e-01	3.501e-05	3.282e-01	2.357e-06	8.824e-01
NEST:17	4.582e-01	1.133e-11	4.438e-01	5.815e-11	1.033e+00
NEST:19	4.223e-01	5.735e-10	4.209e-01	6.672e-10	1.004e+00
NEST:22	4.724e-03	9.473e-01	1.550e-02	8.284e-01	3.047e-01
NEST:20	1.242e-01	8.120e-02	1.566e-01	2.753e-02	7.930e-01
NEST:26	4.090e-01	2.208e-09	9.432e-02	1.863e-01	4.336e+00
NEST:23	1.238e-01	8.232e-02	1.493e-01	3.580e-02	8.291e-01
NEST:36	5.984e-02	4.023e-01	1.023e-01	1.517e-01	5.852e-01
NEST:16	2.669e-01	1.437e-04	1.980e-01	5.160e-03	1.348e+00
NEST:29	1.449e-03	9.838e-01	1.256e-02	8.606e-01	1.154e-01
NEST:31	9.956e-02	1.628e-01	1.161e-01	1.032e-01	8.572e-01
NEST:34	5.058e-01	2.941e-14	3.953e-01	8.196e-09	1.279e+00
NEST:40	2.181e-01	2.020e-03	1.268e-01	7.494e-02	1.720e+00
NEST:44	1.855e-01	8.879e-03	1.614e-01	2.313e-02	1.150e+00
NEST:49	-2.736e-03	9.695e-01	2.545e-03	9.716e-01	-1.075e+00
NEST:66	3.263e-01	2.705e-06	3.632e-01	1.453e-07	8.986e-01
NEST:45	6.218e-02	3.841e-01	9.718e-02	1.732e-01	6.399e-01
NEST:69	1.939e-01	6.198e-03	2.030e-01	4.131e-03	9.553e-01
NEST:137	2.609e-01	2.055e-04	2.015e-01	4.416e-03	1.295e+00
NEST:145	1.292e-01	6.974e-02	2.368e-01	7.814e-04	5.454e-01
NEST:138	1.504e-01	3.448e-02	8.645e-02	2.259e-01	1.739e+00
NEST:168	4.599e-01	9.384e-12	2.021e-01	4.308e-03	2.276e+00
NEST:169	8.633e-02	2.266e-01	7.981e-03	9.111e-01	1.082e+01
NEST:127	2.463e-01	4.694e-04	-4.014e-02	5.745e-01	-6.136e+00
NEST:212	3.288e-01	2.246e-06	3.261e-01	2.760e-06	1.008e+00
NEST:170	3.019e-01	1.545e-05	2.761e-01	8.254e-05	1.093e+00
NEST:105	-6.681e-02	3.497e-01	1.965e-01	5.530e-03	-3.400e-01
NEST:77	-3.853e-02	5.900e-01	1.541e-01	3.016e-02	-2.500e-01
NEST:254	2.847e-01	4.792e-05	2.764e-01	8.082e-05	1.030e+00
NEST:52	4.334e-01	1.792e-10	1.248e-01	7.990e-02	3.474e+00
NEST:81	1.818e-01	1.036e-02	1.184e-01	9.652e-02	1.535e+00
NEST:146	3.155e-01	5.955e-06	2.579e-01	2.446e-04	1.224e+00
NEST:129	1.881e-01	7.969e-03	1.719e-01	1.543e-02	1.094e+00
NEST:112	5.084e-01	2.062e-14	3.535e-01	3.241e-07	1.438e+00
NEST:117	3.291e-01	2.206e-06	1.781e-01	1.206e-02	1.848e+00
NEST:123	2.795e-01	6.649e-05	2.588e-01	2.325e-04	1.080e+00
NEST:126	3.936e-01	9.689e-09	1.178e-01	9.835e-02	3.341e+00
NEST:133	1.135e-01	1.113e-01	1.521e-01	3.237e-02	7.461e-01
NEST:155	2.651e-01	1.608e-04	3.115e-01	7.916e-06	8.509e-01
NEST:177	4.168e-01	1.006e-09	3.839e-01	2.363e-08	1.086e+00
NEST:85	4.394e-01	9.440e-11	3.125e-01	7.387e-06	1.406e+00
NEST:150	4.486e-01	3.390e-11	3.726e-01	6.434e-08	1.204e+00
NEST:90	5.375e-02	4.520e-01	7.680e-02	2.822e-01	6.998e-01
NEST:61	2.099e-01	2.999e-03	1.164e-01	1.025e-01	1.803e+00
NEST:210	2.793e-01	6.768e-05	2.905e-01	3.306e-05	9.614e-01
NEST:55	4.150e-01	1.211e-09	2.180e-01	2.030e-03	1.903e+00
