Term	P_rho	P_pval	C_rho	C_pval	RLIPP
NEST:127	2.430e-01	1.196e-03	3.384e-01	4.653e-06	7.181e-01
NEST:212	4.227e-01	5.618e-09	4.518e-01	3.474e-10	9.356e-01
NEST:170	2.671e-01	3.527e-04	2.902e-01	9.812e-05	9.205e-01
NEST:105	2.647e-01	4.011e-04	3.898e-01	9.733e-08	6.790e-01
NEST:77	1.610e-01	3.330e-02	3.300e-01	8.198e-06	4.878e-01
NEST:254	3.317e-01	7.344e-06	9.812e-02	1.964e-01	3.380e+00
NEST:52	4.594e-01	1.614e-10	1.941e-01	1.007e-02	2.367e+00
NEST:81	2.113e-01	5.008e-03	1.345e-01	7.593e-02	1.571e+00
NEST:146	1.075e-01	1.570e-01	1.554e-01	4.002e-02	6.915e-01
NEST:129	1.223e-01	1.069e-01	3.517e-02	6.440e-01	3.477e+00
NEST:112	3.729e-01	3.746e-07	-4.696e-03	9.508e-01	-7.941e+01
NEST:117	3.978e-01	4.981e-08	3.086e-01	3.249e-05	1.289e+00
NEST:123	2.868e-01	1.188e-04	2.837e-01	1.419e-04	1.011e+00
NEST:126	2.361e-01	1.659e-03	-7.973e-02	2.943e-01	-2.961e+00
NEST:133	1.205e-01	1.122e-01	2.303e-01	2.169e-03	5.232e-01
NEST:155	3.439e-01	3.169e-06	4.010e-01	3.812e-08	8.576e-01
NEST:177	3.189e-01	1.698e-05	2.693e-01	3.131e-04	1.184e+00
NEST:85	4.755e-01	2.932e-11	3.371e-01	5.069e-06	1.411e+00
NEST:150	4.157e-01	1.056e-08	1.357e-01	7.338e-02	3.064e+00
NEST:90	2.524e-01	7.527e-04	2.698e-01	3.049e-04	9.354e-01
NEST:61	4.457e-01	6.364e-10	2.849e-01	1.331e-04	1.565e+00
NEST:210	1.669e-01	2.725e-02	1.868e-01	1.330e-02	8.935e-01
NEST:55	5.293e-01	5.076e-14	2.684e-02	7.244e-01	1.972e+01
NEST:142	9.252e-02	2.233e-01	2.149e-01	4.283e-03	4.304e-01
NEST:153	3.248e-01	1.160e-05	2.746e-01	2.359e-04	1.183e+00
NEST:182	1.185e-02	8.763e-01	2.500e-01	8.492e-04	4.739e-02
NEST:221	2.236e-01	2.936e-03	2.174e-01	3.859e-03	1.029e+00
NEST:239	1.859e-01	1.379e-02	1.755e-01	2.014e-02	1.059e+00
NEST:132	2.817e-01	1.593e-04	1.930e-01	1.051e-02	1.460e+00
NEST:89	2.240e-01	2.888e-03	2.440e-01	1.140e-03	9.180e-01
NEST:195	2.272e-01	2.493e-03	3.318e-01	7.259e-06	6.848e-01
NEST:21	4.018e-01	3.548e-08	3.864e-01	1.284e-07	1.040e+00
NEST:70	1.605e-01	3.383e-02	2.244e-01	2.837e-03	7.155e-01
NEST:13	3.393e-01	4.371e-06	3.156e-01	2.096e-05	1.075e+00
NEST:256	2.057e-01	6.304e-03	3.343e-01	6.149e-06	6.155e-01
NEST:33	2.968e-01	6.671e-05	3.254e-01	1.115e-05	9.120e-01
NEST:47	4.068e-01	2.317e-08	2.938e-01	7.934e-05	1.385e+00
NEST:48	1.616e-01	3.258e-02	1.459e-01	5.409e-02	1.108e+00
NEST:63	1.110e-01	1.436e-01	1.414e-01	6.193e-02	7.849e-01
NEST:84	2.408e-01	1.330e-03	2.157e-01	4.141e-03	1.116e+00
NEST:202	1.172e-01	1.224e-01	1.079e-01	1.551e-01	1.086e+00
NEST:43	9.409e-03	9.016e-01	7.085e-02	3.515e-01	1.328e-01
NEST:51	2.931e-01	8.292e-05	2.028e-01	7.106e-03	1.445e+00
NEST:57	3.325e-01	6.946e-06	3.170e-01	1.914e-05	1.049e+00
NEST:82	3.227e-01	1.324e-05	3.462e-01	2.702e-06	9.324e-01
NEST:83	4.695e-01	5.611e-11	5.566e-02	4.644e-01	8.435e+00
NEST:165	2.883e-01	1.092e-04	3.704e-01	4.523e-07	7.784e-01
NEST:186	1.954e-01	9.546e-03	2.147e-01	4.327e-03	9.102e-01
NEST:193	1.660e-01	2.817e-02	2.296e-01	2.237e-03	7.227e-01
NEST:199	4.168e-01	9.612e-09	3.490e-01	2.214e-06	1.194e+00
NEST:293	3.214e-01	1.448e-05	3.843e-01	1.521e-07	8.363e-01
NEST:94	2.780e-01	1.950e-04	5.038e-02	5.079e-01	5.519e+00
NEST:97	8.115e-02	2.857e-01	8.000e-02	2.926e-01	1.014e+00
NEST:27	1.213e-02	8.734e-01	7.165e-02	3.461e-01	1.693e-01
NEST:158	3.354e-01	5.685e-06	3.266e-01	1.029e-05	1.027e+00
NEST:134	9.108e-02	2.307e-01	6.252e-02	4.111e-01	1.457e+00
NEST:42	2.851e-01	1.312e-04	3.036e-01	4.428e-05	9.391e-01
NEST:93	2.663e-01	3.685e-04	2.761e-01	2.169e-04	9.644e-01
NEST:35	2.379e-01	1.523e-03	2.996e-01	5.641e-05	7.942e-01
NEST:39	2.743e-01	2.394e-04	2.948e-01	7.490e-05	9.305e-01
NEST:11	2.992e-01	5.762e-05	1.107e-01	1.449e-01	2.704e+00
NEST:78	-9.881e-02	1.933e-01	1.265e-01	9.522e-02	-7.810e-01
NEST:24	5.680e-02	4.553e-01	1.416e-01	6.151e-02	4.010e-01
NEST:196	1.270e-02	8.675e-01	1.909e-01	1.138e-02	6.653e-02
NEST:163	6.340e-02	4.045e-01	7.640e-02	3.150e-01	8.299e-01
NEST:54	1.198e-01	1.144e-01	1.312e-01	8.341e-02	9.126e-01
NEST:277	1.045e-01	1.686e-01	2.040e-01	6.779e-03	5.124e-01
NEST:59	1.096e-01	1.486e-01	3.163e-01	2.000e-05	3.466e-01
NEST:125	2.343e-01	1.801e-03	6.699e-02	3.784e-01	3.498e+00
NEST:231	1.772e-01	1.898e-02	1.706e-01	2.399e-02	1.039e+00
NEST:80	1.253e-01	9.850e-02	1.745e-01	2.088e-02	7.179e-01
NEST	1.000e+00	0.000e+00	9.888e-01	1.808e-137	1.011e+00
NEST:6	7.419e-01	2.856e-30	6.878e-01	1.369e-24	1.079e+00
NEST:58	5.955e-01	2.617e-17	5.982e-01	1.739e-17	9.956e-01
NEST:73	4.931e-01	1.488e-11	5.127e-01	1.635e-12	9.617e-01
NEST:3	8.751e-01	1.420e-53	8.702e-01	2.731e-52	1.006e+00
NEST:32	4.034e-01	7.079e-08	4.285e-01	8.408e-09	9.414e-01
NEST:4	7.991e-01	4.456e-38	7.777e-01	6.861e-35	1.027e+00
NEST:1	9.253e-01	5.670e-71	8.859e-01	1.330e-56	1.044e+00
NEST:7	5.537e-01	1.016e-14	5.874e-01	8.881e-17	9.426e-01
NEST:50	6.569e-01	7.282e-22	6.843e-01	2.907e-24	9.599e-01
NEST:15	7.467e-01	7.530e-31	7.392e-01	5.862e-30	1.010e+00
NEST:10	6.247e-01	2.394e-19	6.833e-01	3.557e-24	9.141e-01
NEST:92	2.205e-01	4.301e-03	2.622e-01	6.440e-04	8.411e-01
NEST:9	6.269e-01	1.630e-19	6.228e-01	3.284e-19	1.007e+00
NEST:30	4.482e-01	1.402e-09	5.254e-01	3.658e-13	8.531e-01
NEST:79	2.516e-01	1.076e-03	3.195e-01	2.724e-05	7.875e-01
NEST:98	2.424e-01	1.655e-03	1.014e-01	1.934e-01	2.389e+00
NEST:5	5.092e-01	2.455e-12	4.803e-01	5.784e-11	1.060e+00
NEST:108	1.221e-01	1.172e-01	2.115e-01	6.235e-03	5.772e-01
NEST:102	5.261e-01	3.344e-13	5.440e-01	3.599e-14	9.672e-01
NEST:110	5.162e-01	1.092e-12	5.384e-01	7.336e-14	9.588e-01
NEST:107	4.118e-01	3.554e-08	3.240e-01	2.054e-05	1.271e+00
NEST:53	4.636e-01	3.168e-10	4.249e-01	1.162e-08	1.091e+00
NEST:65	6.000e-01	1.322e-17	4.696e-01	1.738e-10	1.278e+00
NEST:91	5.645e-01	2.356e-15	4.995e-01	7.339e-12	1.130e+00
NEST:8	5.485e-01	2.007e-14	5.536e-01	1.031e-14	9.908e-01
NEST:130	1.419e-01	6.819e-02	-5.183e-02	5.072e-01	-2.738e+00
NEST:38	6.775e-01	1.217e-23	5.678e-01	1.492e-15	1.193e+00
NEST:121	6.878e-02	3.786e-01	8.315e-02	2.869e-01	8.272e-01
NEST:119	3.642e-01	1.411e-06	3.664e-01	1.207e-06	9.941e-01
NEST:18	4.958e-01	1.104e-11	8.777e-02	2.608e-01	5.649e+00
NEST:25	3.830e-01	3.522e-07	1.512e-02	8.467e-01	2.534e+01
NEST:12	4.692e-01	1.814e-10	4.234e-01	1.324e-08	1.108e+00
NEST:60	4.144e-01	2.848e-08	3.013e-01	7.994e-05	1.375e+00
NEST:104	4.910e-01	1.867e-11	4.814e-01	5.202e-11	1.020e+00
NEST:2	7.577e-01	3.259e-32	7.633e-01	6.244e-33	9.927e-01
NEST:14	3.833e-01	3.447e-07	2.741e-01	3.524e-04	1.398e+00
NEST:174	3.729e-01	7.519e-07	3.680e-01	1.075e-06	1.013e+00
NEST:17	4.702e-01	1.646e-10	5.230e-01	4.868e-13	8.989e-01
NEST:19	3.433e-01	5.943e-06	4.843e-01	3.807e-11	7.089e-01
NEST:22	-5.820e-03	9.407e-01	1.928e-03	9.803e-01	-3.019e+00
NEST:20	3.388e-01	7.989e-06	3.708e-01	8.757e-07	9.138e-01
NEST:26	3.963e-01	1.250e-07	3.003e-01	8.454e-05	1.320e+00
NEST:23	2.712e-01	4.091e-04	3.061e-01	6.051e-05	8.859e-01
NEST:36	-1.415e-02	8.564e-01	-1.091e-02	8.891e-01	1.297e+00
NEST:16	3.455e-01	5.138e-06	4.204e-01	1.704e-08	8.218e-01
NEST:29	2.295e-01	2.933e-03	2.437e-01	1.554e-03	9.417e-01
NEST:31	3.053e-01	6.353e-05	3.226e-01	2.243e-05	9.462e-01
NEST:34	6.217e-01	3.929e-19	5.266e-01	3.144e-13	1.181e+00
NEST:40	2.112e-01	6.318e-03	2.352e-01	2.282e-03	8.976e-01
NEST:44	2.548e-01	9.229e-04	3.150e-01	3.577e-05	8.090e-01
NEST:49	9.082e-02	2.445e-01	1.522e-01	5.022e-02	5.966e-01
NEST:66	4.345e-01	4.947e-09	4.450e-01	1.895e-09	9.765e-01
NEST:45	2.190e-01	4.588e-03	1.895e-01	1.450e-02	1.156e+00
NEST:69	2.863e-01	1.840e-04	3.219e-01	2.342e-05	8.895e-01
NEST:137	2.462e-01	1.386e-03	2.624e-01	6.357e-04	9.381e-01
NEST:145	2.536e-01	9.762e-04	2.987e-01	9.265e-05	8.491e-01
NEST:138	2.729e-01	3.754e-04	2.971e-01	1.015e-04	9.185e-01
NEST:168	4.402e-01	2.956e-09	2.683e-01	4.730e-04	1.640e+00
NEST:169	1.372e-01	7.804e-02	1.566e-01	4.389e-02	8.757e-01
NEST:127	-1.047e-01	1.793e-01	1.586e-01	4.132e-02	-6.605e-01
NEST:212	3.779e-01	5.184e-07	4.510e-01	1.073e-09	8.379e-01
NEST:170	2.085e-01	7.013e-03	1.953e-01	1.167e-02	1.068e+00
NEST:105	8.686e-02	2.658e-01	2.141e-01	5.599e-03	4.056e-01
NEST:77	1.285e-01	9.889e-02	1.987e-01	1.027e-02	6.468e-01
NEST:254	1.227e-01	1.151e-01	1.032e-01	1.860e-01	1.190e+00
NEST:52	4.816e-01	5.050e-11	2.702e-01	4.315e-04	1.783e+00
NEST:81	1.531e-01	4.899e-02	2.067e-01	7.533e-03	7.404e-01
NEST:146	1.724e-01	2.633e-02	1.832e-01	1.815e-02	9.412e-01
NEST:129	1.639e-01	3.490e-02	2.430e-01	1.605e-03	6.742e-01
NEST:112	4.447e-01	1.942e-09	3.273e-01	1.676e-05	1.359e+00
NEST:117	2.505e-01	1.131e-03	2.008e-01	9.478e-03	1.248e+00
NEST:123	2.639e-01	5.908e-04	2.182e-01	4.748e-03	1.210e+00
NEST:126	1.966e-01	1.111e-02	-4.135e-03	9.578e-01	-4.756e+01
NEST:133	1.670e-01	3.155e-02	3.201e-01	2.621e-05	5.216e-01
NEST:155	3.320e-01	1.241e-05	3.679e-01	1.081e-06	9.025e-01
NEST:177	3.517e-01	3.382e-06	3.766e-01	5.724e-07	9.339e-01
NEST:85	5.148e-01	1.286e-12	5.138e-01	1.444e-12	1.002e+00
NEST:150	5.056e-01	3.722e-12	5.359e-01	1.007e-13	9.434e-01
NEST:90	2.155e-01	5.301e-03	2.298e-01	2.894e-03	9.376e-01
NEST:61	1.665e-01	3.208e-02	1.805e-01	1.994e-02	9.221e-01
NEST:210	1.716e-01	2.707e-02	2.144e-01	5.546e-03	8.004e-01
NEST:55	4.993e-01	7.561e-12	2.974e-01	9.989e-05	1.679e+00
NEST:142	7.345e-02	3.470e-01	2.148e-03	9.781e-01	3.419e+01
NEST:153	4.124e-01	3.375e-08	3.563e-01	2.467e-06	1.158e+00
NEST:182	1.569e-01	4.349e-02	1.270e-01	1.031e-01	1.236e+00
NEST:221	3.335e-01	1.133e-05	3.199e-01	2.651e-05	1.042e+00
NEST:239	1.531e-01	4.891e-02	1.687e-01	2.977e-02	9.074e-01
NEST:132	2.321e-01	2.626e-03	2.126e-01	5.950e-03	1.091e+00
NEST:89	3.482e-01	4.289e-06	3.382e-01	8.339e-06	1.030e+00
NEST:195	3.326e-01	1.194e-05	2.782e-01	2.849e-04	1.196e+00
NEST:21	3.084e-01	5.297e-05	4.460e-01	1.716e-09	6.914e-01
NEST:70	1.231e-01	1.140e-01	-6.033e-02	4.400e-01	-2.041e+00
NEST:13	4.410e-01	2.747e-09	4.877e-01	2.653e-11	9.041e-01
NEST:256	2.438e-01	1.552e-03	2.434e-01	1.580e-03	1.002e+00
NEST:33	3.785e-01	4.944e-07	3.748e-01	6.528e-07	1.010e+00
NEST:47	4.414e-01	2.647e-09	4.006e-01	8.925e-08	1.102e+00
NEST:48	2.657e-01	5.400e-04	2.933e-01	1.254e-04	9.059e-01
NEST:63	2.191e-01	4.562e-03	2.400e-01	1.839e-03	9.128e-01
NEST:84	3.240e-01	2.062e-05	3.386e-01	8.120e-06	9.568e-01
NEST:202	1.608e-01	3.846e-02	1.636e-01	3.521e-02	9.831e-01
NEST:43	-5.078e-02	5.158e-01	1.556e-01	4.535e-02	-3.264e-01
NEST:51	3.174e-01	3.098e-05	2.684e-01	4.716e-04	1.182e+00
NEST:57	4.246e-01	1.186e-08	4.734e-01	1.181e-10	8.969e-01
NEST:82	4.360e-01	4.310e-09	4.487e-01	1.331e-09	9.717e-01
NEST:83	4.690e-01	1.848e-10	3.807e-01	4.193e-07	1.232e+00
NEST:165	3.776e-01	5.293e-07	4.245e-01	1.194e-08	8.894e-01
NEST:186	2.672e-01	5.003e-04	6.030e-02	4.403e-01	4.432e+00
NEST:193	-2.823e-02	7.181e-01	1.903e-01	1.407e-02	-1.484e-01
NEST:199	3.344e-01	1.063e-05	3.549e-01	2.708e-06	9.423e-01
NEST:293	3.634e-01	1.488e-06	3.804e-01	4.305e-07	9.555e-01
NEST:94	1.607e-01	3.862e-02	3.358e-01	9.763e-06	4.786e-01
NEST:97	1.710e-01	2.758e-02	1.724e-01	2.638e-02	9.923e-01
NEST:27	-2.184e-02	7.800e-01	7.512e-02	3.361e-01	-2.908e-01
NEST:158	2.602e-02	7.393e-01	9.132e-02	2.420e-01	2.849e-01
NEST:134	1.038e-01	1.830e-01	1.214e-01	1.191e-01	8.550e-01
NEST:42	3.108e-01	4.593e-05	3.096e-01	4.934e-05	1.004e+00
NEST:93	3.243e-01	2.024e-05	3.584e-01	2.122e-06	9.047e-01
NEST:35	4.298e-01	7.510e-09	4.589e-01	5.053e-10	9.367e-01
NEST:39	2.590e-01	7.535e-04	2.704e-01	4.259e-04	9.578e-01
NEST:11	3.211e-01	2.467e-05	4.472e-01	1.543e-09	7.180e-01
NEST:78	7.896e-02	3.119e-01	3.133e-01	3.962e-05	2.520e-01
NEST:24	-5.420e-02	4.880e-01	1.263e-01	1.049e-01	-4.291e-01
NEST:196	6.308e-02	4.194e-01	2.446e-01	1.493e-03	2.579e-01
NEST:163	1.209e-01	1.207e-01	2.179e-01	4.803e-03	5.550e-01
NEST:54	9.335e-02	2.316e-01	1.132e-01	1.466e-01	8.249e-01
NEST:277	-1.550e-01	4.621e-02	5.342e-02	4.942e-01	-2.900e+00
NEST:59	2.408e-01	1.779e-03	3.276e-01	1.644e-05	7.350e-01
NEST:125	-4.120e-02	5.982e-01	-3.906e-02	6.173e-01	1.055e+00
NEST:231	-1.070e-01	1.702e-01	-1.363e-02	8.617e-01	7.850e+00
NEST:80	1.597e-01	3.989e-02	1.726e-01	2.621e-02	9.253e-01
NEST	1.000e+00	6.178e-305	9.902e-01	9.588e-126	1.010e+00
NEST:6	6.961e-01	1.291e-22	6.756e-01	6.166e-21	1.030e+00
NEST:58	5.648e-01	9.258e-14	5.714e-01	4.099e-14	9.884e-01
NEST:73	5.477e-01	6.999e-13	5.501e-01	5.341e-13	9.958e-01
NEST:3	9.046e-01	1.483e-55	8.527e-01	1.015e-42	1.061e+00
NEST:32	3.847e-01	1.498e-06	3.669e-01	4.853e-06	1.049e+00
NEST:4	8.024e-01	2.584e-34	7.353e-01	2.873e-26	1.091e+00
NEST:1	9.009e-01	2.071e-54	8.159e-01	2.514e-36	1.104e+00
NEST:7	4.361e-01	3.359e-08	3.761e-01	2.680e-06	1.160e+00
NEST:50	6.461e-01	9.853e-19	6.708e-01	1.468e-20	9.631e-01
NEST:15	6.855e-01	9.954e-22	7.092e-01	8.968e-24	9.665e-01
NEST:10	6.384e-01	3.350e-18	6.495e-01	5.650e-19	9.830e-01
NEST:92	6.715e-02	4.190e-01	4.897e-02	5.558e-01	1.371e+00
NEST:9	4.900e-01	2.992e-10	4.369e-01	3.163e-08	1.122e+00
NEST:30	4.869e-01	4.022e-10	4.189e-01	1.293e-07	1.162e+00
NEST:79	3.733e-01	3.202e-06	2.956e-01	2.784e-04	1.263e+00
NEST:98	1.559e-01	5.938e-02	1.823e-01	2.715e-02	8.553e-01
NEST:5	4.352e-01	3.623e-08	4.266e-01	7.108e-08	1.020e+00
NEST:108	2.003e-01	1.498e-02	2.824e-01	5.301e-04	7.094e-01
NEST:102	5.504e-01	5.161e-13	5.550e-01	2.992e-13	9.916e-01
NEST:110	5.396e-01	1.759e-12	5.339e-01	3.308e-12	1.011e+00
NEST:107	3.987e-01	5.685e-07	2.769e-01	6.871e-04	1.440e+00
NEST:53	4.581e-01	5.389e-09	2.617e-01	1.367e-03	1.751e+00
NEST:65	6.486e-01	6.527e-19	3.897e-01	1.069e-06	1.664e+00
NEST:91	6.042e-01	5.383e-16	4.827e-01	5.983e-10	1.252e+00
NEST:8	5.969e-01	1.469e-15	5.926e-01	2.626e-15	1.007e+00
NEST:130	2.664e-01	1.110e-03	2.917e-01	3.381e-04	9.133e-01
NEST:38	7.123e-01	4.670e-24	5.860e-01	6.344e-15	1.216e+00
NEST:121	-8.539e-02	3.038e-01	-5.954e-02	4.738e-01	1.434e+00
NEST:119	2.704e-01	9.246e-04	3.152e-01	1.011e-04	8.580e-01
NEST:18	5.311e-01	4.520e-12	4.378e-01	2.947e-08	1.213e+00
NEST:25	3.067e-01	1.577e-04	1.865e-01	2.369e-02	1.644e+00
NEST:12	3.309e-01	4.248e-05	3.599e-01	7.554e-06	9.194e-01
NEST:60	3.603e-01	7.390e-06	3.807e-01	1.970e-06	9.464e-01
NEST:104	5.152e-01	2.432e-11	4.802e-01	7.509e-10	1.073e+00
NEST:2	7.020e-01	3.928e-23	6.998e-01	6.098e-23	1.003e+00
NEST:14	1.649e-01	4.597e-02	1.249e-01	1.317e-01	1.320e+00
NEST:174	2.936e-01	3.075e-04	3.037e-01	1.843e-04	9.666e-01
NEST:17	3.309e-01	4.250e-05	3.537e-01	1.107e-05	9.354e-01
NEST:19	2.107e-01	1.043e-02	2.085e-01	1.125e-02	1.010e+00
NEST:22	1.159e-01	1.622e-01	-5.225e-03	9.499e-01	-2.218e+01
NEST:20	2.342e-01	4.299e-03	2.857e-01	4.522e-04	8.199e-01
NEST:26	2.028e-01	1.378e-02	6.018e-03	9.423e-01	3.369e+01
NEST:23	-1.286e-01	1.206e-01	9.267e-02	2.642e-01	-1.388e+00
NEST:36	6.159e-02	4.587e-01	1.145e-01	1.672e-01	5.377e-01
NEST:16	4.027e-01	4.258e-07	3.856e-01	1.411e-06	1.044e+00
NEST:29	3.213e-01	7.249e-05	2.941e-01	2.997e-04	1.092e+00
NEST:31	2.397e-01	3.452e-03	2.270e-01	5.694e-03	1.056e+00
NEST:34	6.386e-01	3.255e-18	5.465e-01	8.030e-13	1.169e+00
NEST:40	1.085e-01	1.908e-01	-2.280e-02	7.840e-01	-4.760e+00
NEST:44	2.011e-01	1.458e-02	2.198e-01	7.482e-03	9.152e-01
NEST:49	2.324e-01	4.621e-03	2.918e-01	3.356e-04	7.964e-01
NEST:66	2.103e-01	1.057e-02	2.351e-01	4.148e-03	8.945e-01
NEST:45	1.523e-01	6.561e-02	1.299e-01	1.167e-01	1.172e+00
NEST:69	2.195e-01	7.570e-03	2.049e-01	1.280e-02	1.071e+00
NEST:137	2.720e-01	8.596e-04	2.222e-01	6.830e-03	1.224e+00
NEST:145	2.390e-01	3.551e-03	1.660e-01	4.452e-02	1.440e+00
NEST:138	2.611e-01	1.404e-03	1.241e-02	8.814e-01	2.104e+01
NEST:168	4.132e-01	1.980e-07	2.242e-01	6.337e-03	1.843e+00
NEST:169	2.095e-01	1.088e-02	2.096e-01	1.085e-02	9.996e-01
NEST:127	9.077e-02	2.742e-01	1.491e-01	7.139e-02	6.086e-01
NEST:212	4.693e-01	2.021e-09	4.705e-01	1.819e-09	9.975e-01
NEST:170	2.774e-01	6.706e-04	2.969e-01	2.604e-04	9.342e-01
NEST:105	1.201e-01	1.474e-01	1.732e-01	3.590e-02	6.933e-01
NEST:77	9.421e-02	2.564e-01	2.325e-01	4.599e-03	4.052e-01
NEST:254	2.814e-01	5.561e-04	1.643e-01	4.676e-02	1.713e+00
NEST:52	4.324e-01	4.527e-08	2.104e-01	1.052e-02	2.055e+00
NEST:81	-5.874e-02	4.798e-01	8.733e-02	2.929e-01	-6.726e-01
NEST:146	1.373e-01	9.713e-02	1.232e-01	1.373e-01	1.115e+00
NEST:129	7.476e-02	3.681e-01	-5.835e-02	4.827e-01	-1.281e+00
NEST:112	3.667e-01	4.909e-06	2.234e-01	6.529e-03	1.642e+00
NEST:117	3.011e-01	2.108e-04	2.001e-01	1.512e-02	1.505e+00
NEST:123	2.021e-01	1.409e-02	2.443e-01	2.863e-03	8.273e-01
NEST:126	2.772e-01	6.769e-04	2.521e-01	2.064e-03	1.099e+00
NEST:133	3.292e-02	6.922e-01	7.924e-02	3.401e-01	4.155e-01
NEST:155	2.785e-01	6.370e-04	3.013e-01	2.089e-04	9.244e-01
NEST:177	2.136e-01	9.397e-03	1.547e-01	6.132e-02	1.380e+00
NEST:85	3.862e-01	1.360e-06	3.538e-01	1.101e-05	1.091e+00
NEST:150	5.244e-01	9.270e-12	5.516e-01	4.484e-13	9.508e-01
NEST:90	1.005e-01	2.260e-01	1.167e-01	1.591e-01	8.605e-01
NEST:61	3.769e-01	2.528e-06	3.847e-01	1.501e-06	9.798e-01
NEST:210	1.959e-01	1.741e-02	2.355e-01	4.094e-03	8.320e-01
NEST:55	4.537e-01	7.907e-09	2.151e-01	8.877e-03	2.109e+00
NEST:142	2.192e-01	7.648e-03	2.062e-01	1.224e-02	1.063e+00
NEST:153	3.465e-01	1.713e-05	3.117e-01	1.215e-04	1.112e+00
NEST:182	1.899e-01	2.121e-02	3.454e-01	1.829e-05	5.499e-01
NEST:221	1.637e-01	4.758e-02	1.808e-01	2.839e-02	9.053e-01
NEST:239	2.422e-01	3.127e-03	2.564e-01	1.719e-03	9.444e-01
NEST:132	1.168e-01	1.588e-01	1.921e-01	1.973e-02	6.081e-01
NEST:89	4.258e-01	7.591e-08	1.884e-01	2.229e-02	2.260e+00
NEST:195	3.017e-01	2.048e-04	1.971e-01	1.669e-02	1.530e+00
NEST:21	2.354e-01	4.101e-03	2.270e-01	5.695e-03	1.037e+00
NEST:70	9.397e-02	2.576e-01	3.348e-01	3.395e-05	2.806e-01
NEST:13	3.484e-01	1.531e-05	1.734e-01	3.575e-02	2.010e+00
NEST:256	2.232e-01	6.589e-03	3.086e-01	1.429e-04	7.231e-01
NEST:33	3.227e-01	6.713e-05	1.986e-01	1.590e-02	1.625e+00
NEST:47	2.586e-01	1.561e-03	2.461e-01	2.664e-03	1.051e+00
NEST:48	-1.614e-03	9.845e-01	1.732e-01	3.594e-02	-9.321e-03
NEST:63	1.389e-01	9.343e-02	4.918e-02	5.542e-01	2.824e+00
NEST:84	3.643e-01	5.739e-06	3.179e-01	8.734e-05	1.146e+00
NEST:202	5.025e-02	5.456e-01	1.048e-01	2.065e-01	4.795e-01
NEST:43	6.794e-02	4.136e-01	9.354e-02	2.598e-01	7.263e-01
NEST:51	2.181e-01	7.954e-03	2.290e-01	5.277e-03	9.526e-01
NEST:57	4.891e-01	3.248e-10	4.673e-01	2.422e-09	1.047e+00
NEST:82	2.138e-01	9.303e-03	2.597e-01	1.487e-03	8.233e-01
NEST:83	3.850e-01	1.469e-06	8.198e-02	3.236e-01	4.697e+00
NEST:165	7.300e-02	3.795e-01	2.812e-01	5.594e-04	2.596e-01
NEST:186	1.020e-01	2.189e-01	9.026e-02	2.770e-01	1.130e+00
NEST:193	3.327e-01	3.841e-05	3.203e-01	7.640e-05	1.039e+00
NEST:199	2.745e-01	7.649e-04	1.474e-01	7.481e-02	1.863e+00
NEST:293	1.652e-01	4.557e-02	1.813e-01	2.800e-02	9.112e-01
NEST:94	2.440e-01	2.898e-03	2.331e-01	4.500e-03	1.047e+00
NEST:97	1.497e-01	7.041e-02	1.889e-01	2.192e-02	7.921e-01
NEST:27	8.608e-02	2.999e-01	1.647e-01	4.623e-02	5.227e-01
NEST:158	1.455e-01	7.868e-02	1.865e-01	2.373e-02	7.802e-01
NEST:134	1.258e-01	1.289e-01	1.436e-01	8.274e-02	8.763e-01
NEST:42	4.151e-01	1.721e-07	3.657e-01	5.247e-06	1.135e+00
NEST:93	2.054e-01	1.258e-02	2.928e-01	3.200e-04	7.014e-01
NEST:35	2.943e-01	2.972e-04	2.066e-01	1.207e-02	1.425e+00
NEST:39	-1.843e-02	8.246e-01	2.328e-01	4.540e-03	-7.916e-02
NEST:11	3.442e-01	1.967e-05	-1.077e-01	1.940e-01	-3.195e+00
NEST:78	1.057e-01	2.026e-01	1.017e-01	2.201e-01	1.039e+00
NEST:24	1.116e-01	1.784e-01	2.393e-01	3.513e-03	4.664e-01
NEST:196	-7.497e-02	3.668e-01	2.797e-01	6.018e-04	-2.681e-01
NEST:163	7.758e-02	3.503e-01	1.011e-01	2.232e-01	7.676e-01
NEST:54	1.900e-01	2.119e-02	2.332e-01	4.476e-03	8.146e-01
NEST:277	1.686e-01	4.117e-02	2.543e-01	1.880e-03	6.631e-01
NEST:59	1.367e-01	9.870e-02	1.226e-01	1.389e-01	1.115e+00
NEST:125	-5.854e-04	9.944e-01	1.304e-01	1.154e-01	-4.489e-03
NEST:231	1.837e-01	2.593e-02	1.958e-01	1.747e-02	9.382e-01
NEST:80	2.698e-01	9.501e-04	2.556e-01	1.784e-03	1.056e+00
NEST	1.000e+00	0.000e+00	9.898e-01	6.549e-124	1.010e+00
NEST:6	7.020e-01	5.563e-23	7.312e-01	1.080e-25	9.600e-01
NEST:58	5.435e-01	1.348e-12	5.421e-01	1.588e-12	1.003e+00
NEST:73	4.625e-01	4.180e-09	5.177e-01	2.201e-11	8.933e-01
NEST:3	8.940e-01	4.479e-52	8.668e-01	2.289e-45	1.031e+00
NEST:32	3.756e-01	2.980e-06	2.514e-01	2.206e-03	1.494e+00
